SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.96,14.23,1000.0,1000.0,1000.0,1000.0,579.0,82.0,9.8,2.3,1.5,1.5,-1.44,-1.03,-0.91,-0.82,-0.41,0.44,1.36,2.0,2.17,2.19,4.1,,68.5,159.5,1.0,1,1
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,8.08,12.32,7.6,7.6,7.6,6.7,3.7,0.67,0.076,0.013,0.0067,0.0062,0.26,0.26,0.26,0.3,0.58,1.33,2.26,3.02,3.31,3.35,0.0855,-0.6251,162.5,,1.0,1,1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,10.47,,110.0,110.0,110.0,110.0,77.0,28.0,9.3,2.2,0.27,0.035,0.31,0.31,0.31,0.33,0.46,0.91,1.38,2.01,2.93,3.81,0.0175,0.5804,88.25,,1.0,1,0
CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3,10.35,,25.0,25.0,25.0,22.0,12.0,3.9,1.7,0.35,0.042,0.0061,1.58,1.58,1.58,1.63,1.92,2.41,2.75,3.42,4.34,5.19,0.00782,0.7047,120.5,,1.0,1,0
CCN(CC)CCNC(=O)c1ccc(N)cc1,9.09,15.36,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,120.0,18.0,7.1,-2.67,-2.26,-1.88,-1.79,-1.76,-1.57,-0.92,0.01,0.84,1.24,5.05,0.666,167,,1.0,1,1
CCN(CC)CCNc1ccc(C)c2Sc3ccccc3C(=O)c12,10.0,,1.5,0.51,0.34,0.33,0.33,0.29,0.14,0.023,0.0027,0.00051,1.42,1.89,2.04,2.07,2.07,2.12,2.44,3.23,4.16,4.89,0.00315,0.5555,,,1.0,1,0
CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12,9.99,14.04,5.7,3.3,3.0,3.0,3.0,2.6,1.2,0.2,0.024,0.0046,0.43,0.67,0.71,0.71,0.72,0.77,1.09,1.88,2.82,3.53,0.0168,,,,1.0,1,1
CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,9.24,,280.0,280.0,280.0,270.0,260.0,160.0,35.0,4.1,0.61,0.26,0.38,0.38,0.38,0.38,0.41,0.62,1.3,2.22,3.04,3.41,0.0437,,,,1.0,1,0
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,9.24,,120.0,120.0,120.0,120.0,110.0,68.0,14.0,1.7,0.26,0.11,1.54,1.54,1.54,1.54,1.57,1.78,2.46,3.38,4.2,4.57,0.00327,0.6616,165.5,,1.0,1,0
CCN(CC)CCOC(=O)c1ccc(N)cc1,9.24,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,220.0,26.0,4.0,1.7,-1.64,-1.17,-0.89,-0.85,-0.82,-0.61,0.05,0.98,1.81,2.18,9.45,0.6291,61,,1.0,1,0
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,9.14,,782.0,436.0,395.0,390.0,360.0,210.0,41.0,4.9,0.79,0.35,-0.57,-0.31,-0.27,-0.26,-0.23,0.0,0.71,1.64,2.44,2.77,1.3,0.6107,173.5,,1.0,1,0
CCN(CC)CCOC(=O)c1cccc(c1O)c2ccccc2,9.2,7.83,50.0,50.0,50.0,47.0,44.0,20.0,3.4,0.85,0.78,3.0,2.1,2.1,2.1,2.1,2.14,2.39,3.07,3.69,3.71,3.13,0.244,,,,1.0,1,1
CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,9.69,,210.0,210.0,210.0,200.0,200.0,160.0,57.0,7.7,0.93,0.24,1.01,1.01,1.01,1.02,1.03,1.11,1.57,2.44,3.35,3.94,,,92.5,,1.0,1,0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5.62,9.43,190.0,190.0,150.0,64.0,24.0,15.0,4.3,0.57,0.11,0.078,-0.97,-0.96,-0.88,-0.5,-0.08,0.13,0.63,1.49,2.23,2.36,0.0088,0.5966,207,,1.0,1,1
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,8.87,14.76,672.0,672.0,668.0,645.0,457.0,77.0,5.0,0.47,0.097,0.057,-0.57,-0.57,-0.56,-0.55,-0.4,0.38,1.57,2.58,3.28,3.5,0.0261,-0.5154,90,,1.0,1,1
CCN1C(=O)C=CC1=O,-2.18,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,254.0,0.6548,45.5,,1.0,1,0
CCN1C(=O)N(CC)c2nc(/C=C/c3ccc(OC)c(OC)c3)n(C)c2C1=O,0.47,,0.022,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2.51,2.61,2.62,2.63,2.63,2.63,2.63,2.63,2.63,2.63,,,191,601,1.0,1,0
CCN1C(=O)NC(C1=O)c2ccccc2,-1.95,8.01,3.5,3.5,3.5,3.5,3.5,3.7,3.9,6.9,35.0,180.0,1.06,1.06,1.06,1.06,1.06,1.06,1.02,0.77,0.07,-0.64,5.28,0.5629,94,,1.0,1,1
CCN1C(=O)OC(C)(C)C1=O,-2.18,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,160.0,,,,1.0,1,0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,8.57,-0.25,33.0,28.0,17.0,3.3,0.46,0.15,0.12,0.17,0.63,5.3,-0.69,-0.66,-0.65,-0.6,-0.33,0.0,0.06,-0.07,-0.58,-1.12,27.2,-0.5416,239.75,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,7.41,0.16,190.0,150.0,60.0,9.0,1.2,0.37,0.4,1.7,15.0,130.0,-1.22,-1.19,-1.16,-0.97,-0.39,0.08,0.02,-0.59,-1.37,-1.76,11.4,0.9002,,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,8.68,0.16,220.0,170.0,77.0,12.0,1.6,0.45,0.35,0.42,1.4,11.0,-1.44,-1.38,-1.37,-1.33,-1.09,-0.74,-0.65,-0.75,-1.22,-1.79,178.0,-0.8683,227.5,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,8.19,6.04,999.0,698.0,74.0,7.7,0.9,0.22,0.16,0.24,1.1,9.6,-2.24,-1.76,-1.55,-1.46,-1.15,-0.71,-0.6,-0.76,-1.36,-1.95,3.43,-0.8957,222,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc3OCOc3cc12,-2.04,5.94,0.044,0.044,0.044,0.044,0.05,0.097,0.57,5.2,44.0,170.0,-0.38,-0.38,-0.38,-0.39,-0.43,-0.72,-1.48,-2.44,-3.36,-3.96,1.91,,,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,6.12,3.45,110.0,35.0,5.6,1.9,1.5,2.0,6.7,53.0,439.0,1000.0,-2.37,-1.9,-1.12,-0.64,-0.56,-0.66,-1.2,-2.1,-3.0,-3.57,2.3,0.6315,229.5,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2ccc(cc12)c3ccncc3,4.62,6.48,14.0,7.1,1.3,0.19,0.088,0.26,2.1,19.0,110.0,240.0,-1.89,-1.61,-0.86,-0.03,0.3,-0.17,-1.07,-2.04,-2.82,-3.12,0.102,0.6365,290,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,8.51,4.14,1000.0,160.0,17.0,2.4,0.94,0.79,0.79,1.0,3.6,28.0,-3.42,-3.3,-3.24,-2.99,-2.74,-2.69,-2.7,-2.81,-3.27,-3.78,0.746,,,,1.0,1,1
CCN1C=CC(=NC1=O)N[S](=O)(=O)c2ccc(N)cc2,3.36,2.78,120.0,24.0,6.5,21.0,88.0,140.0,140.0,140.0,140.0,140.0,-2.32,-1.71,-1.17,-1.67,-2.19,-2.31,-2.33,-2.33,-2.33,-2.33,1.75,-0.6162,166.5,,1.0,1,1
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,7.3,,19.0,18.0,17.0,12.0,2.7,0.32,0.045,0.018,0.015,0.015,2.54,2.54,2.56,2.74,3.37,4.3,5.14,5.55,5.63,5.64,,0.6673,218,,1.0,1,0
CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)[S](=O)(=O)CC,8.97,13.73,1000.0,1000.0,1000.0,1000.0,979.0,613.0,130.0,15.0,2.3,1.0,-1.61,-1.6,-1.6,-1.6,-1.57,-1.37,-0.7,0.23,1.05,1.42,0.293,-0.7127,181.5,,1.0,1,1
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](=O)(=O)CC,8.97,13.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,240.0,29.0,4.3,1.7,-1.71,-1.71,-1.71,-1.7,-1.68,-1.49,-0.85,0.08,0.92,1.31,0.201,,,,1.0,1,1
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O,8.97,9.98,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,300.0,34.0,5.5,3.8,-2.32,-2.32,-2.32,-2.32,-2.3,-2.1,-1.44,-0.51,0.28,0.43,2.28,-0.8957,,,1.0,1,1
CCN1CCC[C@@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,8.97,5.93,230.0,150.0,34.0,3.8,0.45,0.097,0.063,0.059,0.09,0.38,0.48,0.48,0.48,0.5,0.64,0.96,1.11,1.11,0.98,0.63,0.126,,,,1.0,1,1
CCN1CCN(C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)C(=O)C1=O,0.67,2.65,0.11,0.094,0.24,1.7,16.0,120.0,330.0,410.0,480.0,998.0,-1.72,-1.65,-2.06,-2.92,-3.88,-4.75,-5.2,-5.29,-5.36,-5.68,1.11,,,,0.0,1,1
CCN1CCN(CC1)c2cc(c3ccc(F)cc3)c4CCCCCCc4n2,7.66,,970.0,970.0,959.0,845.0,200.0,5.1,0.31,0.099,0.081,0.077,1.68,1.68,1.68,1.74,2.36,3.95,5.17,5.68,5.77,5.78,0.0359,,,,1.0,1,0
CCN1N=C(C(O)=O)C(=O)c2cc3OCOc3cc12,4.33,,0.63,0.63,0.66,0.94,3.7,31.0,281.0,999.0,999.0,999.0,-1.99,-1.99,-2.0,-2.14,-2.64,-3.12,-3.24,-3.26,-3.26,-3.26,0.961,-0.515,261.5,,1.0,1,0
CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,-0.95,14.52,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,5.77,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,0.000767,,,,1.0,1,1
CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(Cc2cn(Cc3ccccc3)cn2)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]cn7)NC(=O)C8CCC(=O)N8,13.84,9.82,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,9.9,1.1,0.24,-3.28,-3.28,-3.28,-3.26,-3.04,-1.9,-0.97,-0.8,-0.82,-1.01,,,,,0.0,1,1
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,9.41,13.05,260.0,260.0,260.0,250.0,220.0,68.0,4.3,0.36,0.054,0.024,-1.55,-1.55,-1.55,-1.54,-1.47,-0.96,0.22,1.3,2.13,2.48,,-0.6583,103,,1.0,1,1
CCNC(C)Cc1cccc(c1)C(F)(F)F,10.23,,509.0,509.0,509.0,509.0,504.0,474.0,291.0,60.0,7.2,1.1,0.45,0.45,0.45,0.45,0.46,0.48,0.69,1.38,2.3,3.12,0.412,0.7004,165,110,1.0,1,0
CCNCC(O)c1cccc(O)c1,9.22,9.81,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,292.0,53.0,53.0,-2.47,-2.47,-2.47,-2.47,-2.44,-2.22,-1.52,-0.6,0.14,0.14,13.8,,208.5,,1.0,1,1
CCN[C@H]1CN(CCCOC)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,6.78,9.62,120.0,120.0,96.0,35.0,5.0,0.58,0.12,0.081,0.088,0.23,1.2,1.21,1.27,1.65,2.48,3.41,4.07,4.26,4.22,3.82,0.713,-0.7123,131,,1.0,1,1
CCN[C@H]1C[C@H](C)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,6.92,9.48,578.0,571.0,513.0,250.0,42.0,4.9,0.91,0.52,0.58,1.7,-1.43,-1.42,-1.37,-1.06,-0.28,0.65,1.38,1.62,1.56,1.09,0.699,-0.6627,,,1.0,1,1
CCNc1nc(Cl)nc(NC(C)C)n1,2.27,,3.0,0.39,0.1,0.073,0.069,0.069,0.069,0.069,0.069,0.069,1.01,1.88,2.47,2.62,2.63,2.64,2.64,2.64,2.64,2.64,0.0275,0.5291,,,1.0,1,0
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,,,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,0.000405,0.8686,104.5,,1.0,0,0
CCOC(=O)/C=C/1SC(N2CCCCC2)C(=O)N1C,4.11,,31.0,6.0,0.68,0.12,0.057,0.051,0.051,0.051,0.051,0.051,-0.05,0.68,1.61,2.39,2.7,2.75,2.75,2.75,2.75,2.75,5.63,,158.5,,1.0,1,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,,0.717,118.5,149,1.0,0,0
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,,4.2,0.015,0.015,0.016,0.024,0.11,0.94,8.2,45.0,190.0,400.0,1.61,1.61,1.59,1.4,0.75,-0.19,-1.13,-1.89,-2.51,-2.82,0.153,0.6023,153.5,,1.0,0,1
CCOC(=O)C(CCN1CCOCC1)(c2ccccc2)c3ccccc3,6.82,,170.0,170.0,140.0,60.0,8.8,1.0,0.23,0.14,0.14,0.13,-0.04,-0.03,0.04,0.42,1.25,2.18,2.84,3.03,3.06,3.06,0.0154,0.5675,,,1.0,1,0
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,7.84,,999.0,999.0,999.0,999.0,999.0,240.0,27.0,6.2,4.0,3.7,-0.91,-0.91,-0.91,-0.84,-0.46,0.37,1.29,1.96,2.16,2.18,3.22,0.6683,270,,1.0,1,0
CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3,8.41,,1000.0,1000.0,1000.0,437.0,120.0,22.0,2.5,0.35,0.14,0.12,-1.14,-1.12,-1.03,-0.61,-0.04,0.7,1.63,2.48,2.88,2.95,0.0124,0.5093,276,,1.0,1,0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,2.73,,0.069,0.012,0.003,0.0021,0.002,0.002,0.002,0.002,0.002,0.002,3.21,3.98,4.58,4.74,4.76,4.76,4.76,4.76,4.76,4.76,0.0197,0.8867,145,,1.0,1,0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC)C,2.79,,0.32,0.054,0.013,0.0086,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,2.22,2.98,3.6,3.78,3.8,3.81,3.81,3.81,3.81,3.81,,0.7853,158,,1.0,1,0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OCC)C,2.6,,0.17,0.028,0.0082,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,2.42,3.2,3.74,3.87,3.88,3.88,3.88,3.88,3.88,3.88,0.258,,,,1.0,1,0
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,8.97,,110.0,36.0,24.0,23.0,20.0,9.0,1.4,0.16,0.033,0.02,-0.76,-0.29,-0.12,-0.09,-0.03,0.32,1.12,2.05,2.75,2.98,,-0.5468,200,527.2,1.0,1,0
CCOC(=O)C1=CNc2cc(OCC(C)C)c(OCC(C)C)cc2C1=O,9.71,2.54,0.058,0.0087,0.0036,0.0033,0.0032,0.0032,0.0032,0.0033,0.0043,0.016,2.34,2.36,2.38,2.39,2.39,2.39,2.39,2.38,2.28,1.95,0.0136,,,,1.0,1,1
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,8.81,14.68,1000.0,1000.0,1000.0,1000.0,1000.0,534.0,62.0,10.0,5.0,4.4,-1.39,-1.39,-1.39,-1.36,-1.11,-0.39,0.54,1.33,1.65,1.7,,-0.702,,,1.0,1,1
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c5ccccc5n1c4[C@H]23,7.87,,11.0,11.0,10.0,9.1,3.9,0.6,0.07,0.014,0.0091,0.0084,0.88,0.88,0.89,0.95,1.31,2.13,3.06,3.74,3.95,3.97,0.0254,,,,1.0,1,0
CCOC(=O)C1N=C(c2ccccc2F)c3cc(Cl)ccc3NC1=O,0.86,10.56,0.022,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,2.72,2.92,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.93,0.00525,0.5691,,,1.0,1,1
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,0.143,-0.5579,2.8,156.5,1.0,0,0
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,,,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,2.52e-05,0.7406,,197,0.0,0,0
CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCc3ccc(cc3)/C(N)=N/O,15.42,6.87,350.0,340.0,260.0,40.0,0.9,0.047,0.02,0.018,0.018,0.018,-2.2,-2.18,-2.09,-1.62,-0.81,-0.2,-0.02,0.0,0.01,0.01,0.0845,-0.7534,,,1.0,1,1
CCOC(=O)COc1ccc2C(=C(CCN(CC)CC)C(=O)Oc2c1Cl)C,9.86,,63.0,63.0,63.0,63.0,63.0,55.0,24.0,3.6,0.44,0.087,0.45,0.45,0.45,0.45,0.46,0.52,0.89,1.71,2.64,3.31,0.0624,,,,1.0,1,0
CCOC(=O)N1C=CN(C)C1=S,-1.7,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,3.14,0.5,123.5,,1.0,1,0
CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24,4.27,,2.0,0.8,0.12,0.019,0.0088,0.0077,0.0077,0.0077,0.0077,0.0077,1.47,1.87,2.7,3.49,3.83,3.89,3.89,3.9,3.9,3.9,,-0.5488,135,,1.0,1,0
CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c3cc(ccc13)C(F)(F)F,-1.87,,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.3e-06,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,0.00589,0.5171,,,0.0,1,0
CCOC(=O)NNc1ccc(nn1)N(CC)CC(C)O,6.94,9.27,140.0,140.0,140.0,110.0,42.0,5.9,0.91,0.4,0.37,0.57,-1.01,-1.01,-1.0,-0.94,-0.58,0.23,1.03,1.4,1.43,1.23,0.635,,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)CC2(CCCC2)C(=O)N[C@H]3CCc4ccccc4N(CC(O)=O)C3=O,-0.26,3.73,0.00096,0.00096,0.0013,0.0052,0.043,0.4,2.4,4.8,5.2,5.35,5.83,5.84,5.7,5.11,4.19,3.23,2.46,2.16,2.12,2.11,0.0015,-0.717,,,0.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)NC(C)C(=O)N2CC3(CC2C(O)=O)SCCS3,5.28,2.99,0.051,0.0051,0.00079,0.0004,0.0007,0.0042,0.04,0.39,3.8,30.0,2.83,3.12,3.72,3.99,3.75,3.02,2.37,2.16,2.13,2.13,0.0293,-0.83,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)NC2CS[C@@H](CN(CC(O)=O)C2=O)c3sccc3,4.41,3.73,0.067,0.0067,0.00081,0.00033,0.0013,0.011,0.11,1.0,5.2,8.6,3.77,4.49,5.37,5.76,5.18,4.25,3.38,2.92,2.83,2.82,1.0,-0.6871,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(O)=O)C2Cc3ccccc3C2,5.49,3.07,0.14,0.017,0.004,0.0029,0.0045,0.022,0.19,1.9,18.0,110.0,1.46,1.84,2.33,2.46,2.27,1.63,0.98,0.76,0.73,0.73,0.00537,,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,5.43,3.15,330.0,190.0,49.0,20.0,27.0,130.0,700.0,1000.0,1000.0,1000.0,0.19,0.43,1.03,1.4,1.26,0.6,-0.14,-0.45,-0.5,-0.5,16.4,-0.8956,143.75,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(O)=O,5.28,2.94,0.03,0.0033,0.00055,0.0003,0.00055,0.0034,0.032,0.32,3.1,24.0,1.72,2.0,2.55,2.78,2.52,1.8,1.21,1.05,1.03,1.02,,-0.7313,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(O)=O,5.31,3.39,0.57,0.057,0.007,0.0023,0.0034,0.02,0.18,1.8,15.0,70.0,1.73,1.99,2.64,3.1,2.92,2.19,1.42,1.1,1.04,1.04,0.0085,-0.8208,125,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C)C2=O)C(O)=O,4.76,2.44,0.32,0.04,0.012,0.011,0.028,0.2,1.9,19.0,140.0,390.0,-0.69,-0.23,0.2,0.23,-0.16,-0.91,-1.36,-1.46,-1.47,-1.47,0.447,,,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(O)=O,5.44,3.15,19.0,12.0,3.3,1.4,1.9,8.6,43.0,86.0,95.0,95.0,1.84,2.08,2.68,3.05,2.91,2.25,1.51,1.2,1.16,1.15,0.0207,-0.8501,121,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(O)=O,5.44,3.15,29.0,18.0,5.0,2.1,2.8,13.0,67.0,120.0,140.0,140.0,1.31,1.55,2.15,2.52,2.39,1.73,0.98,0.68,0.63,0.62,0.0035,-0.8491,109,,1.0,1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(O)=O)C2=O,5.27,3.73,0.42,0.047,0.0068,0.0032,0.0076,0.055,0.51,5.1,42.4,160.0,1.57,2.12,2.87,3.17,2.8,1.97,1.18,0.85,0.79,0.79,19.0,-0.7279,,691.2,1.0,1,1
CCOC(=O)c1c(N)sc2CN(CCc12)Cc3ccccc3,6.29,,130.0,110.0,66.0,13.0,1.5,0.24,0.11,0.1,0.098,0.098,-0.41,-0.36,-0.12,0.6,1.53,2.32,2.65,2.7,2.7,2.71,0.021,,,,1.0,1,0
CCOC(=O)c1ccc(N)cc1,2.51,,50.0,6.9,2.1,1.7,1.6,1.6,1.6,1.6,1.6,1.6,0.35,1.21,1.71,1.82,1.83,1.84,1.84,1.84,1.84,1.84,2.85,0.7814,92,310,1.0,1,0
CCOC(=O)c1ccc(nc1)C#Cc2ccc3SCCC(C)(C)c3c2,0.04,,0.00035,0.00033,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,5.94,5.98,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,,0.5233,,,1.0,1,0
CCOC(=O)c1cncn1C(C)c2ccccc2,4.23,,170.0,71.0,11.0,1.7,0.73,0.64,0.64,0.64,0.64,0.64,0.62,1.0,1.82,2.62,2.98,3.04,3.05,3.05,3.05,3.05,0.0632,0.6275,142.4,,1.0,1,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,0.86,,0.073,0.045,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,1.92,2.12,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,0.128,0.5355,202,,1.0,1,0
CCOC(CN1CCN(CC1)CC(C)C(=O)c2ccccc2)c3ccccc3,6.83,,1000.0,1000.0,833.0,270.0,46.0,4.9,0.91,0.49,0.42,0.42,-0.85,-0.6,-0.08,0.4,1.2,2.13,2.88,3.16,3.2,3.2,0.0484,,,,1.0,1,0
CCOCC,,,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,39.0,,,,1.0,0,0
CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl,-1.39,,9.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.00142,,,,0.0,1,0
CCOCCO,,14.44,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,585.0,0.6265,70,135,1.0,0,1
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,0.0451,,,,1.0,0,0
