SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
COc1ccccc1N2CCN(CC2)CC(O)COc3cccc4ccccc34,6.92,14.01,1000.0,1000.0,350.0,130.0,39.0,5.9,0.94,0.43,0.37,0.36,-0.78,-0.41,0.26,0.7,1.19,2.04,2.84,3.18,3.24,3.24,0.0699,,,,1.0,1,1
COc1ccccc1N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2,7.79,,1000.0,1000.0,1000.0,1000.0,779.0,120.0,15.0,4.3,3.1,3.0,-3.35,-2.89,-2.09,-1.35,-0.77,0.06,0.95,1.5,1.63,1.64,0.541,,,,1.0,1,0
COc1ccccc1O,,9.97,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,22.0,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.3,1.03,67.4,,,,1.0,0,1
COc1ccccc1OCC(O)CN2CCN(CC2)CC(=O)Nc3c(C)cccc3C,6.54,14.06,1000.0,1000.0,1000.0,911.0,110.0,15.0,6.4,5.1,5.1,5.1,-2.67,-2.05,-1.62,-0.93,0.0,0.84,1.24,1.31,1.31,1.31,,-0.5853,122,624.1,1.0,1,1
COc1ccccc1OCC(O)CO,,13.53,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,50.0,-0.6755,78.75,215,1.0,0,1
COc1ccccc1OCC(O)COC(N)=O,-1.43,13.08,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,4.21,-0.6689,,,1.0,1,1
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,8.24,13.9,2.7,2.7,2.7,2.6,1.8,0.45,0.053,0.0073,0.0027,0.0022,0.97,0.97,0.98,1.0,1.16,1.77,2.69,3.55,3.98,4.06,88.0,-0.6308,114.5,,1.0,1,1
COc1ccccc1Oc2c(N[S](=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,0.16,4.01,0.00066,0.00066,0.0013,0.0072,0.033,0.053,0.055,0.055,0.055,0.055,4.29,4.3,4.0,3.26,2.6,2.39,2.36,2.36,2.36,2.36,,-0.8956,,,1.0,1,1
COc1ccnc(C[S](=O)c2[nH]c3cc(OC(F)F)ccc3n2)c1OC,3.27,7.91,9.2,0.61,0.077,0.031,0.026,0.026,0.026,0.032,0.088,0.54,-0.99,0.2,1.1,1.49,1.56,1.57,1.56,1.47,1.02,0.24,,0.7262,149.5,586.9,1.0,1,1
COc1ccnc(C[S](=O)c2[nH]c3cc(ccc3n2)n4cccc4)c1C,4.39,8.23,6.2,1.2,0.17,0.025,0.0095,0.0077,0.0077,0.0095,0.025,0.15,-0.02,0.67,1.53,2.37,2.79,2.87,2.87,2.79,2.37,1.59,0.0934,,,,1.0,1,1
COc1nc(C)nc(Cl)c1NC2=NCCN2,7.11,,190.0,190.0,190.0,170.0,110.0,23.0,4.4,2.1,1.9,1.9,-1.68,-1.67,-1.67,-1.64,-1.43,-0.77,-0.03,0.27,0.32,0.32,1.0,,,,1.0,1,0
COc1nc(N)nc2n(cnc12)C3O[C@H](CO)[C@@H](O)[C@@H]3O,2.97,13.07,100.0,15.0,2.5,1.2,1.0,1.0,1.0,1.0,1.0,1.0,-2.26,-1.43,-0.65,-0.32,-0.27,-0.26,-0.26,-0.26,-0.26,-0.26,,-0.8263,,,1.0,1,1
COc1nccnc1C(C)C,0.81,,29.0,15.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.09,2.37,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,61.4,0.693,,,1.0,1,0
COc1nccnc1CC(C)C,0.8,,18.0,9.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,2.22,2.5,2.54,2.55,2.55,2.55,2.55,2.55,2.55,2.55,20.9,0.6603,,,1.0,1,0
COc1nccnc1N[S](=O)(=O)c2ccc(N)cc2,1.46,6.61,11.0,2.5,1.7,1.6,1.7,2.8,13.0,70.0,140.0,160.0,0.03,0.7,0.86,0.87,0.85,0.64,-0.02,-0.76,-1.07,-1.11,4.03,-0.5125,176,,1.0,1,1
COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC,2.18,6.16,4.3,0.74,0.43,0.43,0.71,3.4,18.0,34.0,40.0,40.0,-0.6,0.17,0.41,0.42,0.19,-0.49,-1.21,-1.49,-1.54,-1.54,0.296,-0.59,192,,1.0,1,1
CSC(=O)c1c(CC(C)C)c(C(=O)SC)c(nc1C(F)F)C(F)(F)F,-7.1,,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,0.00839,,,,1.0,1,0
CSCCC(N)C(O)=O,9.4,2.23,215.0,36.0,18.0,16.0,16.0,16.0,16.0,16.0,25.0,110.0,-2.79,-2.51,-2.32,-2.29,-2.28,-2.28,-2.28,-2.3,-2.46,-2.98,23.9,,,,1.0,1,1
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)NC(CC(O)=O)C(=O)NC(Cc3ccccc3)C(N)=O,-0.84,4.19,0.016,0.016,0.017,0.026,0.12,1.0,9.2,48.0,84.0,92.0,2.26,2.26,2.24,2.05,1.4,0.46,-0.49,-1.21,-1.45,-1.48,0.00261,-0.7803,,,0.0,1,1
CSCCNc1nc(SCCC(F)(F)F)nc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)[C@@H](O)[C@H]3O,1.29,0.82,0.0085,0.2,49.0,200.0,230.0,360.0,1000.0,1000.0,1000.0,1000.0,1.54,0.15,-2.14,-2.66,-2.72,-2.91,-3.39,-3.65,-3.69,-3.7,4.33,,,,0.0,1,1
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc3ccc(O[S](O)(=O)=O)cc3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]4CCC(=O)N4)[C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc5ccccc5)C(N)=O,-0.61,-4.17,680.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-5.29,-5.37,-5.4,-5.68,-6.87,-7.56,-7.62,-7.63,-7.63,-7.63,0.0116,-0.7114,,,0.0,1,1
CSc1[nH]c2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2n1,3.65,7.91,0.047,0.014,0.002,0.0004,0.00023,0.00021,0.00023,0.00047,0.0025,0.012,3.02,3.55,4.41,5.12,5.35,5.38,5.34,5.04,4.31,3.64,,,190,496,1.0,1,1
CSc1ccc(cc1)C(=O)C2=C(C)NC(=O)N2,-2.46,10.37,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.06,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.03,2.87,0.0682,-0.5178,,,1.0,1,1
CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,9.84,,0.33,0.33,0.33,0.32,0.32,0.28,0.13,0.02,0.0023,0.00044,2.79,2.8,2.8,2.8,2.81,2.86,3.21,4.02,4.95,5.65,3.36e-05,0.7912,73,230,1.0,1,0
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,2.62,11.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.83,-1.88,-1.18,-0.95,-0.92,-0.91,-0.91,-0.91,-0.92,-0.99,,-0.6144,194,,1.0,1,1
C[C@@H](N)[C@@H](O)c1ccccc1,8.47,12.07,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,159.0,64.0,-2.74,-2.74,-2.74,-2.74,-2.72,-2.53,-1.88,-0.95,-0.12,0.28,,0.7568,192,,1.0,1,1
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(O)=O,7.79,4.03,410.0,67.0,8.1,2.0,4.2,33.0,410.0,999.0,999.0,999.0,-3.83,-3.8,-3.67,-3.4,-3.68,-4.12,-4.37,-4.89,-5.35,-5.46,,-0.7052,,,1.0,1,1
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@H](CN[S](N)(=O)=O)C3,9.42,4.27,1000.0,1000.0,791.0,120.0,50.0,42.0,42.0,42.0,63.0,270.0,-6.36,-6.35,-6.3,-6.05,-5.81,-5.76,-5.76,-5.78,-5.92,-6.45,3.13,-0.6508,,,1.0,1,1
C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,4.38,8.06,0.039,0.0052,0.00064,0.00017,0.00012,0.00012,0.00013,0.00029,0.0017,0.0069,2.46,3.33,4.24,4.83,4.97,4.98,4.93,4.57,3.81,3.2,,-0.6237,,,0.0,1,1
C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,2.72,11.54,4.2,0.45,0.08,0.045,0.042,0.042,0.042,0.042,0.042,0.042,-0.79,0.18,0.92,1.17,1.2,1.2,1.21,1.21,1.2,1.19,,0.7219,128.5,,1.0,1,1
C[C@@H]1CC(=O)NN=C1c2ccc(NN=C(C#N)C#N)cc2,1.4,6.12,0.014,0.007,0.0064,0.0064,0.007,0.013,0.073,0.34,0.59,0.62,1.71,2.02,2.06,2.06,2.02,1.74,1.01,0.33,0.1,0.07,0.0881,0.5602,,,1.0,1,1
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,,13.1,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,0.1,,,,1.0,0,1
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,,12.98,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,0.015,0.8054,,,1.0,0,1
C[C@@H]1CCC[C@H](C)N1NC(=O)c2ccc(Cl)c(c2)[S](N)(=O)=O,3.58,9.41,14.0,1.8,0.24,0.069,0.052,0.052,0.052,0.052,0.076,0.28,-0.36,0.53,1.42,1.95,2.07,2.08,2.08,2.06,1.92,1.34,0.139,,,,1.0,1,1
C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC[C@@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,,15.14,0.00092,0.00092,0.00092,0.00092,0.00092,0.00092,0.00092,0.00092,0.00092,0.00092,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,3.28e-05,,,,1.0,0,1
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,,,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.27,,,,1.0,0,0
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4)OC(=O)CCC(O)=O,,4.28,0.028,0.028,0.03,0.042,0.18,1.5,13.0,77.0,140.0,160.0,3.29,3.29,3.27,3.11,2.49,1.56,0.61,-0.15,-0.42,-0.45,0.678,,133,,1.0,0,1
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O,,15.09,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0.00605,0.8629,151,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=Cc5n(ncc5C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O)c6ccccc6,0.81,12.43,0.00038,0.00024,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,5.79,5.98,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,0.0033,,,,1.0,1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8,12.04,,7.5,3.9,0.87,0.27,0.21,0.21,0.21,0.2,0.18,0.081,0.84,1.11,1.78,2.27,2.38,2.39,2.39,2.4,2.45,2.79,0.0773,,,,0.0,1,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,12.08,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,,0.7845,219,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5occc5)C(=O)CCl,,13.02,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,,221.5,,0.0,0,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,12.13,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,0.089,0.8304,262,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,,12.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,0.0164,,,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,11.98,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.83,0.000392,0.5146,219,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5occc5)C(=O)SCF,,12.52,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,,-0.5222,251,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,12.34,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,0.145,0.747,,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,,12.29,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,0.0244,,,,1.0,0,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,12.98,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.068,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,0.0339,,181,,1.0,0,1
C[C@@H]1OC(OC[C@H]2OC(OC3=C(Oc4cc(OCCO)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,5.93,0.19,0.19,0.19,0.19,0.21,0.41,2.4,21.0,140.0,480.0,-0.9,-0.9,-0.9,-0.91,-0.95,-1.24,-2.01,-2.95,-3.76,-4.31,2.68,,,,0.0,0,1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,6.17,0.67,0.67,0.67,0.67,0.73,1.2,6.7,210.0,1000.0,1000.0,-0.9,-0.9,-0.9,-0.91,-0.93,-1.13,-1.92,-3.4,-4.86,-5.33,3.54,-0.9172,125,,0.0,0,1
C[C@@H]1O[C@@H]1[P](O)(O)=O,,3.2,130.0,140.0,210.0,942.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1.23,-1.25,-1.44,-2.09,-3.03,-3.98,-4.77,-5.4,-5.68,-5.72,50.0,-0.6652,94,,1.0,0,1
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,7.76,3.4,1000.0,303.0,70.0,48.0,45.0,48.0,59.0,180.0,1000.0,1000.0,-4.81,-4.62,-4.25,-4.11,-4.1,-4.1,-4.2,-4.64,-5.31,-5.89,0.0038,-0.7517,205.5,,1.0,1,1
C[C@H](C#Cc1sc(Cc2ccc(F)cc2)cc1)N(O)C(N)=O,-0.61,9.63,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0028,0.0045,0.022,4.02,4.02,4.02,4.02,4.02,4.02,4.01,3.99,3.77,3.08,0.00611,,,,1.0,1,1
C[C@H](C(O)=O)c1ccc2oc(nc2c1)c3ccc(F)cc3,0.52,4.36,0.11,0.068,0.066,0.074,0.18,1.2,11.0,86.0,270.0,342.0,2.92,3.14,3.17,3.11,2.73,1.9,0.94,0.05,-0.45,-0.56,0.0499,,,,1.0,1,1
C[C@H](C(O)=O)c1cccc(c1)C(=O)c2ccccc2,,4.23,0.11,0.11,0.11,0.17,0.74,6.4,58.0,310.0,554.0,603.0,2.91,2.91,2.89,2.71,2.07,1.14,0.19,-0.55,-0.8,-0.84,0.0213,,,431.32,1.0,0,1
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-1.03,3.58,0.016,0.017,0.024,0.099,0.85,7.6,44.0,81.0,85.0,90.0,3.09,3.07,2.91,2.29,1.36,0.4,-0.35,-0.61,-0.65,-0.66,0.00315,-0.8855,,,1.0,1,1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,4.76,0.002,0.002,0.002,0.0024,0.0055,0.037,0.34,2.7,8.6,11.0,4.76,4.76,4.76,4.69,4.32,3.5,2.53,1.64,1.13,1.03,0.02,0.73,203,,1.0,0,1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,4.76,0.002,0.002,0.002,0.0024,0.0055,0.037,0.34,2.7,8.6,11.0,4.76,4.76,4.76,4.69,4.32,3.5,2.53,1.64,1.13,1.03,0.0899,0.73,169.5,,1.0,0,1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,,4.76,0.027,0.027,0.027,0.031,0.074,0.49,4.5,36.0,110.0,150.0,2.88,2.88,2.88,2.81,2.44,1.61,0.65,-0.25,-0.75,-0.85,0.175,0.73,198,,1.0,0,1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,,4.74,0.093,0.093,0.097,0.11,0.26,1.8,17.0,130.0,400.0,507.0,1.89,1.89,1.88,1.82,1.44,0.61,-0.36,-1.25,-1.74,-1.85,,,238.5,,1.0,0,1
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,-2.55,3.59,2.0,2.0,2.4,6.5,46.0,432.0,1000.0,1000.0,1000.0,1000.0,1.99,1.98,1.9,1.48,0.62,-0.35,-1.22,-1.67,-1.81,-2.14,,0.8867,103.5,,1.0,1,1
C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)Sc2ccccc2,-3.89,3.32,0.016,0.016,0.022,0.081,0.68,6.2,39.0,78.0,100.0,210.0,4.26,4.25,4.11,3.55,2.63,1.67,0.88,0.56,0.46,0.13,0.0519,0.6716,,,1.0,1,1
C[C@H](CSC(=O)c1ccccc1)C(=O)N2C[C@H](C[C@H]2C(O)=O)Sc3ccccc3,-3.92,3.29,0.00023,0.00024,0.00034,0.0014,0.012,0.11,0.6,1.2,1.2,1.3,5.62,5.6,5.44,4.83,3.91,2.95,2.19,1.92,1.88,1.87,0.00311,,,,1.0,1,1
C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(N)=O)NCCOc3ccccc3OCC(F)(F)F,8.78,14.85,1000.0,1000.0,1000.0,867.0,280.0,55.0,6.4,0.74,0.16,0.1,-1.06,-1.06,-1.04,-0.91,-0.41,0.31,1.21,2.14,2.81,3.01,,-0.5847,107,,1.0,1,1
C[C@H](Cn1cnc2c(N)ncnc12)OC[P](O)(O)=O,4.22,2.36,5.7,0.8,0.32,0.34,1.1,10.0,170.0,999.0,999.0,999.0,-2.59,-2.38,-2.15,-2.21,-2.7,-3.38,-3.84,-4.36,-4.6,-4.63,,,279,616,1.0,1,1
C[C@H](N)Cc1ccccc1,9.94,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,426.0,50.0,9.6,-1.31,-1.31,-1.31,-1.31,-1.31,-1.25,-0.92,-0.13,0.8,1.52,,0.8395,-98,64.7,1.0,1,0
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,8.4,9.59,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,885.0,97.0,20.0,26.0,-4.01,-4.01,-4.01,-4.0,-3.98,-3.79,-3.14,-2.23,-1.54,-1.67,14.6,-0.5196,,,1.0,1,1
C[C@H](N)[C@H](O)c1cccc(O)c1,8.47,9.75,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,660.0,110.0,95.0,-3.35,-3.35,-3.35,-3.35,-3.33,-3.15,-2.52,-1.61,-0.84,-0.78,12.8,0.6112,107.5,218,1.0,1,1
C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2,9.2,14.22,724.0,717.0,714.0,709.0,659.0,386.0,80.0,15.0,8.0,7.2,-3.44,-3.43,-3.43,-3.43,-3.4,-3.17,-2.48,-1.76,-1.48,-1.44,20.0,-0.6674,252.5,,1.0,1,1
C[C@H](c1[nH]cnc1)c2cccc(C)c2C,6.65,13.89,58.0,56.0,56.0,42.0,13.0,1.7,0.34,0.2,0.18,0.18,0.29,0.29,0.31,0.42,0.95,1.81,2.52,2.75,2.79,2.79,,0.5471,,,1.0,1,1
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,,15.09,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0.00641,,,,1.0,0,1
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)/C(C)=C/c3csc(C)n3,2.76,13.73,66.0,8.6,2.1,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.0,1.88,2.51,2.68,2.7,2.7,2.7,2.7,2.7,2.7,0.00352,-0.6495,,,1.0,1,1
C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,8.59,6.42,3.8,3.7,3.6,2.8,0.86,0.14,0.043,0.043,0.15,1.1,-0.51,-0.5,-0.5,-0.47,-0.27,0.33,0.79,0.77,0.26,-0.54,,0.8866,,,1.0,1,1
C[C@H]1CN2C(=S)Nc3ccc(Cl)c(CN1CC=C(C)C)c23,6.31,11.57,16.0,14.0,6.1,0.93,0.11,0.023,0.014,0.013,0.013,0.014,0.36,0.42,0.78,1.6,2.53,3.21,3.42,3.45,3.45,3.43,0.031,0.5,,,1.0,1,1
C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(C)=O)C(C)=O)[C@@]4(C)CCC(=O)C=C14,,,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,,0.651,207,,1.0,0,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,11.93,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.00691,,,,1.0,0,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,12.13,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,0.0665,0.8304,178,568.2,1.0,0,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,12.38,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0.0711,,,,1.0,0,1
